7181	0	4
22772	1	45
3082	1	55
8999	0	9
22931	1	171
5951	0	4
23621	1	99
14720	0	1
8582	1	247
2373	0	3
338	0	4
6364	0	3
886	1	213
13899	0	9
7395	1	49
16707	0	8
16299	0	4
7492	1	110
3065	1	55
12780	1	170
16517	0	15
16177	0	4
7978	0	10
552	0	3
11182	1	51
7930	0	18
12673	0	11
2356	0	3
6347	0	3
19799	0	9
19908	0	8
1126	0	3
11369	0	3
3952	0	3
4969	1	33
8043	0	8
10465	1	55
17164	0	3
14991	0	8
2822	0	8
4674	0	0
13065	0	8
14082	1	38
18642	1	24
8700	1	37
11943	0	3
22186	0	3
5122	1	25
461	1	41
4526	0	3
16285	1	170
5631	0	11
13605	1	284
5448	0	4
15691	0	4
6330	0	3
13278	0	3
1109	0	3
11352	0	3
18887	1	55
16674	1	58
13170	0	8
12274	1	50
18226	1	41
21709	1	70
8135	1	53
22217	1	41
7922	0	18
20691	1	55
8623	1	91
3627	0	4
13048	0	8
13631	1	75
16922	1	33
18891	0	0
11926	0	3
19000	1	45
4509	0	3
17687	1	222
11457	0	3
10319	1	96
2545	1	58
3406	1	261
17035	1	23
21652	0	11
13261	0	3
16505	1	46
5801	0	9
6414	1	58
2945	1	45
5680	1	86
12031	0	3
22274	0	3
18208	1	363
23936	1	284
3610	0	4
9636	0	3
13031	0	8
6214	0	8
12744	0	11
16796	1	34
6601	0	10
18874	0	0
22927	1	84
23970	0	8
6227	1	39
5597	0	11
11514	0	11
11440	0	3
15431	0	3
12557	1	217
19931	0	16
18240	0	6
6049	1	206
11747	1	145
15905	1	25
827	1	202
14574	1	380
12570	1	23
22257	0	3
20084	0	8
4597	0	3
9619	0	3
4032	1	22
7883	1	170
8737	1	61
976	0	8
15414	0	3
21440	0	2
3602	0	4
10119	1	41
10433	1	66
13751	1	128
4737	1	40
2672	0	13
17802	1	74
4034	1	285
16111	1	64
8576	0	12
5211	1	35
15854	1	49
11528	0	3
9602	0	3
16945	1	41
16184	1	22
21771	0	3
19209	1	169
4261	1	111
11080	1	24
20541	0	3
959	0	8
12271	1	200
18715	0	8
1794	1	35
21643	1	151
403	1	34
7685	0	3
12598	0	4
17365	1	127
7494	0	6
3237	0	3
22641	0	0
4981	0	0
21549	1	23
21754	0	3
18780	0	6
9373	0	18
942	0	8
18311	0	6
20076	1	24
23333	0	6
3896	1	110
9594	0	3
15203	1	55
13585	0	3
10756	1	86
2638	0	13
20999	1	86
4189	1	190
19829	0	13
8427	1	340
2278	1	58
7916	1	24
6950	1	171
10168	0	3
10081	1	29
10060	0	8
20507	0	3
11764	0	3
18294	0	6
20329	1	51
13373	0	15
17803	1	33
23050	1	30
5090	1	21
14673	0	11
8867	1	161
4501	1	102
4474	1	55
4540	1	309
4174	1	46
8165	0	0
2035	0	11
10438	0	0
10151	0	3
1031	1	58
20058	1	178
10043	0	8
15886	0	0
9895	1	38
3539	0	2
11747	0	3
18460	0	13
6526	0	3
7857	1	58
1531	1	50
167	1	96
14656	0	11
18004	1	44
18573	0	3
11332	1	97
14795	1	212
13652	1	58
8153	1	247
7593	1	114
11330	0	16
15430	0	15
22664	0	8
5935	0	3
18674	1	58
9926	0	3
23695	1	54
5225	1	161
10026	0	8
3822	0	11
5661	1	37
9835	1	44
1670	0	10
3522	0	2
9022	0	9
15048	0	8
18443	0	13
8435	0	3
16752	0	3
18110	1	105
14786	1	202
11531	0	3
22695	0	0
6040	0	3
4440	1	55
2148	1	202
1375	1	23
3284	0	17
7083	0	3
17339	0	15
11463	1	124
19252	0	3
21069	1	183
697	1	49
6614	0	3
9829	1	143
1653	0	10
13012	1	163
4608	1	143
15031	0	8
262	0	9
1888	0	0
8418	0	3
16735	0	3
16809	0	11
21796	0	1
19766	0	11
4573	1	163
13440	0	3
763	1	78
17431	0	3
6023	0	3
4680	1	70
910	1	44
17236	1	72
9014	0	9
15605	0	8
24383	1	45
475	0	4
18640	1	58
15136	0	8
3901	1	215
5227	1	23
319	1	44
23788	0	3
1991	1	144
6	1	23
4304	1	146
16010	0	17
1871	0	0
24040	0	20
13423	0	3
23440	0	2
6006	0	3
8997	0	9
16410	0	4
20523	0	15
6845	0	8
4776	0	3
7519	1	34
15119	0	8
4328	1	24
23149	0	11
12096	1	164
6580	0	3
23096	1	198
20553	1	228
15968	1	108
11528	1	41
15593	0	3
18884	0	18
11944	1	182
21771	1	41
11676	1	68
8426	1	116
17397	0	3
23013	1	169
176	1	21
22419	0	3
9576	0	4
11486	1	75
17693	0	0
33	0	0
11659	0	11
10596	1	154
9555	1	59
10922	1	122
8055	0	13
11333	0	16
2942	0	8
20611	0	15
22376	1	33
19489	0	10
1938	1	55
24003	1	85
22476	0	11
15317	1	114
22402	0	3
6316	1	38
9559	0	4
10068	1	63
11665	1	94
17481	1	58
22937	0	2
273	1	42
12185	0	0
16	0	0
5338	0	9
19299	1	74
21885	0	11
18816	1	58
2825	0	3
22507	0	3
13168	0	8
15606	1	374
20477	0	13
1595	0	3
20850	1	26
1185	1	170
23389	0	2
24352	1	291
22459	0	11
4321	1	229
5325	0	3
15568	0	3
14711	1	195
6393	1	343
16973	0	20
8213	1	87
10347	0	3
2930	0	3
3254	1	142
9727	1	116
2520	1	170
3777	1	190
22320	1	41
2808	0	3
20765	1	269
20460	0	13
15105	1	105
9486	1	22
19469	1	72
7388	1	96
7521	0	0
15323	1	116
21869	1	246
12843	0	9
5308	0	3
3382	0	3
15551	0	3
15369	0	0
10330	0	3
2913	0	3
3207	1	160
22738	0	8
12762	1	118
10921	0	0
9292	1	74
20443	0	13
3487	0	3
9665	1	41
13730	0	3
23156	1	254
7177	1	169
1092	0	3
20991	1	43
196	1	45
12826	0	9
16939	0	20
18852	0	8
22769	0	0
2702	1	122
12057	0	0
15226	0	4
16048	0	0
17413	0	15
21208	1	23
9323	1	66
11909	0	3
12009	0	8
11949	1	62
3470	0	3
8205	1	231
12081	1	160
13713	0	3
15552	1	29
14818	0	11
21804	1	29
22052	0	4
5809	1	227
8418	1	41
10270	1	33
1075	0	3
22826	0	8
11418	0	8
8023	0	3
17261	0	0
13928	1	79
20539	0	3
21535	0	12
13818	0	3
1649	0	3
11892	0	3
1545	0	13
2246	1	86
3902	1	59
5580	0	11
9410	1	241
14801	0	11
10401	0	3
6528	1	55
8475	0	3
1058	0	3
6454	0	20
13423	1	41
10340	1	26
24133	1	134
17045	1	46
6267	0	1
18006	1	254
8059	1	66
19210	1	51
12545	0	17
22840	0	0
20627	0	3
3925	1	91
19697	0	12
13093	0	1
10255	1	269
2299	1	285
17002	0	3
17558	1	23
20102	1	246
4546	0	6
12455	1	86
2300	1	110
1670	1	128
18806	0	3
9680	1	217
10376	1	43
1985	1	35
14141	1	23
15663	0	15
21320	1	244
1624	0	3
13076	0	1
5013	1	99
16211	1	45
1516	0	8
16794	1	66
1442	0	0
22538	1	114
10637	0	3
20615	1	223
18911	0	3
16985	0	3
2216	0	4
12441	0	3
18463	1	24
19902	1	47
21190	1	254
8342	0	8
14872	0	11
6129	0	11
18789	0	3
23336	1	23
20750	0	13
18415	1	32
15646	0	15
17559	0	3
5119	1	160
14959	0	4
20040	1	171
4634	1	231
15132	1	192
19159	0	8
1425	0	0
3921	1	55
6051	1	229
10620	0	3
23476	0	14
23470	1	162
19077	0	10
195	0	0
5325	1	41
14637	0	0
14529	0	5
5918	1	130
8325	0	8
14334	1	74
17638	0	17
8947	0	0
13445	1	146
12938	0	0
9099	0	12
2473	1	22
9204	1	264
22577	0	15
10230	1	63
22203	1	44
10603	0	3
11934	1	58
23981	0	1
11826	1	63
15625	0	3
17551	0	3
9934	1	224
23793	1	146
2239	0	15
4913	0	3
21460	0	5
2083	1	55
4791	0	3
16960	0	3
8782	0	3
14204	0	17
15320	1	170
12813	0	16
24147	0	8
6561	0	16
17895	0	8
7291	0	3
1266	0	8
6554	1	114
8365	0	16
4970	0	11
4896	0	3
2153	1	254
8887	0	3
14503	1	169
23208	1	23
23629	1	365
16195	0	15
1496	0	0
2427	1	41
3703	1	145
4774	0	3
4814	1	51
16596	1	79
22039	0	11
19148	0	10
5470	0	3
15713	0	3
13961	0	16
16635	0	4
13524	1	136
23843	0	11
17517	0	3
17812	1	164
22613	0	11
22731	0	17
4953	0	11
6237	1	105
11974	1	194
19113	0	3
19213	0	8
23239	1	45
24188	1	93
13288	1	64
18492	1	67
22022	0	11
17835	1	38
15696	0	3
5693	1	66
4171	1	47
10789	1	74
5197	1	38
23900	0	19
3058	0	3
5238	1	101
727	0	0
7605	1	23
23971	1	110
10705	1	220
11371	1	64
19244	0	0
22596	0	11
4862	0	3
9036	0	10
10184	1	58
14903	1	132
1875	1	21
15801	0	3
15727	1	41
22820	1	330
8473	1	134
4821	1	114
18088	0	19
22901	0	15
5256	1	138
15679	0	3
11763	1	61
22627	0	3
10458	0	3
15231	1	24
710	0	0
12871	1	235
22192	0	9
17484	1	53
12610	1	23
21916	1	130
12154	0	8
23127	1	41
15784	0	3
13571	0	6
20732	1	41
22884	0	15
6585	1	34
11846	1	66
12559	0	17
13341	0	11
20397	0	6
12815	1	28
8872	1	50
18329	1	108
7680	1	196
14519	1	23
18985	0	3
23738	1	110
11485	1	34
18584	1	395
22093	0	11
6796	1	116
11550	0	2
7024	0	3
23958	0	7
6314	1	161
13319	1	190
23672	0	14
17866	1	164
22040	1	171
16063	0	0
22485	0	8
17490	1	55
21919	1	23
23550	0	14
12620	0	3
1212	0	3
20915	1	24
13272	1	23
23737	0	12
18412	1	86
21328	1	23
1786	0	3
12029	0	3
18625	1	249
24359	0	4
23655	0	14
3590	0	3
4873	0	9
17007	1	197
7399	0	0
2360	0	3
9205	1	81
20877	0	3
14961	1	110
23531	1	332
22575	1	146
16839	1	61
17768	1	21
3513	0	0
12708	0	3
3365	0	3
13555	1	190
14002	1	165
7382	0	0
2343	0	3
9515	1	137
23123	1	160
18683	1	93
9443	1	42
19652	1	55
12117	0	3
18667	1	349
23743	0	14
23333	1	181
10913	0	0
17091	0	11
10765	0	3
1283	0	3
11987	0	13
19595	1	23
53	0	3
10222	1	41
17943	1	220
23922	1	258
14822	1	59
1857	0	3
12100	0	3
17422	1	58
22771	1	114
23726	0	14
17509	1	51
9500	1	23
20108	0	0
7953	0	16
9044	0	8
4292	1	35
10422	1	24
5876	1	111
17778	0	1
19254	1	109
20509	1	64
1340	0	11
7532	1	84
10748	0	3
7753	0	12
15781	1	148
24167	1	110
9518	1	30
17071	1	268
10279	0	3
11007	1	123
2951	1	134
21713	0	0
5058	0	3
3158	1	46
8567	1	75
10853	0	3
22454	1	105
22427	1	58
4286	1	134
18027	1	50
17727	1	41
17761	0	1
18983	0	11
13213	1	23
3793	1	23
10262	0	3
10098	1	86
3128	1	61
4967	1	41
2124	1	62
11854	0	18
23005	0	3
13396	1	380
22437	1	105
10762	1	41
5915	0	12
6737	0	8
22184	0	11
15858	0	3
19005	1	207
14793	1	54
14124	1	248
6950	0	3
1641	1	204
15041	0	2
4846	1	51
14775	1	26
15441	0	16
14593	1	23
14632	0	5
20688	1	32
15841	0	3
10533	0	10
16872	1	49
5129	0	3
6388	1	161
943	1	91
886	0	16
17239	1	137
656	1	94
16415	0	3
16729	1	74
3512	1	58
17277	1	58
24050	0	14
14581	1	45
11146	1	38
21741	0	3
16048	1	119
7081	0	3
14607	0	15
2116	1	206
22724	0	11
3386	1	238
6625	1	34
20857	1	333
11090	0	10
8803	1	51
20137	1	43
8503	1	42
23926	1	107
15603	0	8
3847	1	23
16342	0	2
8808	0	0
3769	0	3
11121	1	48
22769	1	65
15112	0	2
22320	0	9
10118	1	110
14705	1	86
3358	1	139
10895	1	58
21016	0	1
6900	1	53
23826	1	81
13882	0	13
18904	1	59
1948	0	3
23538	0	7
4026	0	15
3280	1	311
16287	1	255
22125	0	0
20199	0	0
3752	0	3
387	1	26
7743	0	3
14187	0	17
16026	1	43
17986	0	3
22343	0	11
3062	1	75
12765	0	3
7274	0	3
1468	1	153
10878	1	58
15789	1	146
4198	1	300
14495	1	41
18538	1	203
7152	0	3
8257	0	11
8074	0	4
1931	0	3
12174	0	3
17087	0	4
16191	1	46
20182	0	0
2827	1	64
3809	0	11
3735	0	3
14170	0	17
7726	0	3
19627	1	114
24030	1	231
16813	1	38
8648	0	4
18896	1	251
10835	0	15
11657	0	11
12748	0	3
13496	1	37
5331	0	3
13509	1	49
8466	0	1
17500	0	3
1962	1	41
1996	0	1
1588	1	24
10900	1	29
16370	0	8
1914	0	3
2470	1	23
5918	0	15
18074	0	3
402	1	79
6794	1	105
19878	0	3
20762	1	83
13927	0	16
17137	1	110
7423	0	10
10518	0	6
13579	1	42
17583	0	8
9902	1	86
2019	0	3
5832	0	5
14213	1	194
15349	0	9
23379	0	12
11477	1	122
8771	1	41
5528	1	48
12688	1	33
18158	1	58
23179	0	8
11297	1	32
4892	1	168
16045	1	66
693	0	0
1058	1	202
2002	0	3
12245	0	3
5993	0	3
5452	1	133
23184	0	3
7519	0	0
7511	1	235
7980	0	10
18040	0	3
18223	0	10
19145	0	11
8253	1	146
6507	0	11
15158	1	227
4998	0	4
22388	1	23
15820	0	20
8090	1	83
7089	0	1
19645	0	3
4928	1	212
12122	1	146
14037	0	1
777	1	55
4360	1	89
15116	1	261
24049	0	2
3864	0	15
20580	1	35
19950	0	7
842	1	23
20533	1	74
15693	0	4
5428	1	204
6684	1	163
23716	1	94
24295	1	110
11405	1	150
15224	0	4
12333	0	3
16507	0	10
1911	1	199
4799	0	1
9956	1	89
9929	1	42
2781	1	38
9672	0	0
14020	0	1
2323	1	137
16098	0	13
3642	0	16
7708	1	55
203	1	31
18893	0	0
4164	0	3
22582	1	105
244	1	94
18155	1	50
21114	1	161
24267	1	217
679	1	118
825	1	23
6255	0	0
18811	0	2
22443	1	78
14861	1	111
24207	0	19
22816	0	18
6356	1	55
21257	1	133
14899	0	5
23799	1	72
14003	0	1
16965	1	93
24287	1	110
20956	1	93
23133	0	3
156	0	3
19256	1	268
10016	1	217
10560	0	4
10244	1	93
10827	1	114
17912	0	3
13386	0	4
3022	1	81
6238	0	0
16400	1	79
14255	1	192
14517	1	55
17370	1	102
7608	1	26
1478	1	37
16295	1	58
6691	0	1
20967	1	171
9743	0	3
2326	0	3
14808	1	43
17069	0	16
13953	1	102
20210	1	322
139	0	3
4130	0	3
6040	1	74
6566	1	66
15404	1	49
18539	1	47
21782	0	13
21975	1	115
14474	1	58
1025	1	161
7031	1	246
10956	0	3
14091	0	1
5372	1	131
9726	0	3
18009	1	43
2309	0	3
21447	1	24
23110	1	309
7331	0	3
9183	1	41
21773	0	3
16465	0	10
15413	1	35
10018	1	79
5218	0	11
21591	0	0
11640	0	19
10131	0	12
14231	0	11
16083	0	3
19478	0	8
6814	0	11
7905	0	3
8666	0	3
11976	1	300
18148	0	3
18174	1	46
22165	0	0
10276	1	122
15927	0	16
19589	1	131
2292	0	3
7133	1	134
19736	1	97
3355	1	297
14657	1	41
9240	0	3
7314	0	3
19870	1	51
12155	1	134
17657	0	8
2032	1	53
23006	1	110
5201	0	11
1806	0	6
4344	1	203
9192	0	11
15322	0	0
24070	1	55
1028	1	54
10297	0	19
14514	0	20
19135	0	2
619	0	0
23601	1	55
20057	0	3
6797	0	11
21462	0	20
19977	1	143
16250	1	84
9223	0	3
17614	0	11
1461	1	171
13039	1	339
13360	1	144
4558	1	23
22989	1	110
6636	1	35
7384	1	23
21840	1	58
23484	1	50
14497	0	20
16349	1	58
20634	1	169
16123	0	11
20040	0	3
17258	1	47
1785	1	58
12798	0	20
11394	1	91
12980	1	23
23436	1	243
13080	0	1
3985	0	3
5663	0	1
11979	1	190
18219	0	3
23835	1	169
23797	1	23
12102	1	45
20023	0	3
14305	1	177
14415	0	1
3468	0	11
14333	1	228
24115	0	12
15876	0	16
1550	1	175
13363	0	10
13898	0	9
2626	1	101
14285	0	11
21746	1	55
18277	1	99
13355	0	20
19307	0	11
15568	1	74
8860	1	265
6161	1	86
16951	1	264
21815	0	1
21111	0	11
4155	0	1
15503	0	9
6042	0	3
12098	1	30
15468	1	254
12464	0	11
10439	1	268
16277	0	13
13346	0	10
9129	0	9
12578	1	78
23885	1	23
20294	0	10
5525	0	11
19994	0	1
19290	0	11
4913	1	261
9542	0	8
10645	1	149
22846	1	44
21798	0	1
21957	1	116
22912	0	16
2747	0	0
15486	0	9
6025	0	3
400	1	68
11121	0	11
7526	0	20
20771	1	171
258	1	124
2774	1	47
10280	1	324
15960	0	4
23312	0	3
2658	1	298
1395	0	0
12969	1	55
15750	1	360
18765	1	86
1796	1	64
5862	1	114
104	0	4
7535	0	20
16373	0	3
11556	0	2
5426	0	13
3467	1	114
8969	1	34
2730	0	0
15469	0	9
6008	0	3
19280	1	144
15169	0	0
7826	0	8
19353	1	102
18352	0	20
4778	0	3
19378	0	11
6256	1	24
23295	0	3
20964	0	0
5714	0	20
19960	0	1
4409	0	8
970	1	23
4781	1	169
3311	1	312
2048	1	41
16356	0	3
8023	1	74
23375	1	94
3718	0	3
12805	1	38
7809	0	8
5596	0	11
6191	1	181
11548	0	2
6614	1	45
2140	1	29
15457	0	4
7101	0	6
16500	0	4
17589	1	110
20613	0	15
23748	0	13
340	1	31
11044	1	41
17070	1	40
11010	0	8
16066	1	41
4397	0	3
12789	1	99
23239	0	11
23283	1	408
24061	0	7
22939	0	2
1201	1	28
11692	0	3
21861	1	41
